"Activity name","Activity status","Error","Activity type","Run start","Duration","Log","Integration runtime","User properties","Activity run ID"
"Copy data1","Succeeded","","Copy","9/5/2023, 3:16:33 PM","11s","","AutoResolveIntegrationRuntime (East US)","{}","74fc9ce4-08f8-4085-b7a4-0e1a971d0876"
